,Month,Year,Country,Fatal (Y/N),Hemisphere,Season
744,Sep,2012,USA,N,N,SUMMER
745,Sep,2012,USA,N,N,SUMMER
746,Sep,2012,USA,N,N,SUMMER
747,Sep,2012,USA,N,N,SUMMER
748,Sep,2012,USA,N,N,SUMMER
750,Aug,2012,AUSTRALIA,N,S,WINTER
751,Aug,2012,BRAZIL,Y,S,WINTER
752,Aug,2012,USA,N,N,SUMMER
753,Aug,2012,AUSTRALIA,N,S,WINTER
754,Aug,2012,USA,N,N,SUMMER
757,Jul,2012,USA,N,N,SUMMER
758,Jul,2012,AUSTRALIA,N,S,WINTER
759,Jul,2012,USA,N,N,SUMMER
760,Jul,2012,USA,N,N,SUMMER
761,Jul,2012,USA,UNKNOWN,N,SUMMER
765,Jul,2012,AUSTRALIA,Y,S,WINTER
766,Jul,2012,USA,N,N,SUMMER
768,Jul,2012,AUSTRALIA,UNKNOWN,S,WINTER
769,Jul,2012,USA,N,N,SUMMER
770,Jul,2012,SOUTH AFRICA,N,S,WINTER
772,Jun,2012,USA,N,N,SPRING
773,Jun,2012,USA,N,N,SPRING
774,Jun,2012,USA,N,N,SPRING
775,Jun,2012,AUSTRALIA,N,S,FALL
776,Jun,2012,USA,N,N,SPRING
777,Jun,2012,AUSTRALIA,N,S,FALL
778,Jun,2012,USA,UNKNOWN,N,SPRING
779,Jun,2012,USA,N,N,SPRING
780,Jun,2012,USA,N,N,SPRING
781,Jun,2012,USA,N,N,SPRING
782,Jun,2012,USA,N,N,SPRING
783,Jun,2012,USA,N,N,SPRING
784,Jun,2012,USA,N,N,SPRING
785,Jun,2012,AUSTRALIA,N,S,FALL
787,Jun,2012,AUSTRALIA,N,S,FALL
788,Jun,2012,USA,N,N,SPRING
789,Jun,2012,USA,N,N,SPRING
790,May,2012,USA,N,N,SPRING
792,May,2012,USA,N,N,SPRING
793,May,2012,USA,N,N,SPRING
795,May,2012,USA,N,N,SPRING
796,May,2012,USA,N,N,SPRING
797,May,2012,USA,N,N,SPRING
798,Apr,2012,USA,N,N,SPRING
799,Apr,2012,SOUTH AFRICA,Y,S,FALL
800,Apr,2012,AUSTRALIA,N,S,FALL
801,Apr,2012,USA,N,N,SPRING
802,Apr,2013,USA,N,N,SPRING
803,Mar,2012,AUSTRALIA,Y,S,SUMMER
804,Mar,2012,USA,N,N,WINTER
805,Mar,2012,AUSTRALIA,N,S,SUMMER
806,Mar,2012,AUSTRALIA,N,S,SUMMER
807,Mar,2012,USA,N,N,WINTER
808,Mar,2012,USA,N,N,WINTER
809,Mar,2012,USA,N,N,WINTER
810,Mar,2012,NEW ZEALAND,N,S,SUMMER
811,Mar,2012,AUSTRALIA,N,S,SUMMER
813,Mar,2012,USA,N,N,WINTER
816,Feb,2012,USA,N,N,WINTER
817,Feb,2012,AUSTRALIA,N,S,SUMMER
818,Feb,2012,SOUTH AFRICA,N,S,SUMMER
819,Feb,2012,AUSTRALIA,N,S,SUMMER
820,Jan,2012,USA,N,N,WINTER
821,Jan,2012,AUSTRALIA,N,S,SUMMER
824,Jan,2012,AUSTRALIA,N,S,SUMMER
825,Jan,2012,SOUTH AFRICA,Y,S,SUMMER
826,Jan,2012,USA,N,N,WINTER
827,Jan,2012,AUSTRALIA,N,S,SUMMER
828,Jan,2012,AUSTRALIA,N,S,SUMMER
829,Dec,2011,USA,N,N,FALL
832,Dec,2011,USA,N,N,FALL
833,Dec,2011,USA,N,N,FALL
834,Dec,2011,SOUTH AFRICA,N,S,SPRING
835,Dec,2011,AUSTRALIA,N,S,SPRING
836,Dec,2011,SOUTH AFRICA,UNKNOWN,S,SPRING
837,Dec,2011,AUSTRALIA,N,S,SPRING
838,Dec,2011,USA,N,N,FALL
839,Dec,2011,AUSTRALIA,UNKNOWN,S,SPRING
840,Dec,2011,AUSTRALIA,N,S,SPRING
842,Nov,2011,AUSTRALIA,N,S,SPRING
843,Nov,2011,USA,N,N,FALL
845,Nov,2011,BRAZIL,N,S,SPRING
847,Oct,2011,USA,N,N,FALL
849,Oct,2011,SOUTH AFRICA,N,S,SPRING
850,Oct,2011,AUSTRALIA,Y,S,SPRING
851,Oct,2011,USA,N,N,FALL
852,Oct,2011,AUSTRALIA,N,S,SPRING
853,Oct,2011,USA,N,N,FALL
854,Oct,2011,USA,N,N,FALL
855,Oct,2011,AUSTRALIA,Y,S,SPRING
857,Oct,2011,USA,N,N,FALL
858,Oct,2011,USA,N,N,FALL
859,Sep,2011,USA,UNKNOWN,N,SUMMER
861,Sep,2011,SOUTH AFRICA,N,S,WINTER
862,Sep,2011,USA,N,N,SUMMER
863,Sep,2011,USA,N,N,SUMMER
864,Sep,2011,USA,N,N,SUMMER
867,Sep,2011,USA,N,N,SUMMER
868,Sep,2011,USA,N,N,SUMMER
870,Sep,2011,USA,N,N,SUMMER
871,Sep,2011,AUSTRALIA,Y,S,WINTER
872,Sep,2011,USA,N,N,SUMMER
873,Aug,2011,USA,N,N,SUMMER
874,Aug,2011,AUSTRALIA,UNKNOWN,S,WINTER
875,Aug,2011,USA,N,N,SUMMER
877,Aug,2011,USA,N,N,SUMMER
878,Aug,2011,USA,N,N,SUMMER
879,Aug,2011,SOUTH AFRICA,Y,S,WINTER
881,Aug,2011,USA,N,N,SUMMER
882,Aug,2011,USA,UNKNOWN,N,SUMMER
887,Aug,2011,USA,N,N,SUMMER
890,Jul,2011,BRAZIL,UNKNOWN,S,WINTER
892,Jul,2011,USA,N,N,SUMMER
893,Jul,2011,SOUTH AFRICA,N,S,WINTER
894,Jul,2011,USA,N,N,SUMMER
896,Jul,2011,USA,N,N,SUMMER
898,Jul,2011,USA,N,N,SUMMER
899,Jul,2011,USA,N,N,SUMMER
903,Jun,2011,BRAZIL,N,S,FALL
904,Jun,2011,SOUTH AFRICA,N,S,FALL
905,Jun,2008,USA,N,N,SPRING
906,Jun,2011,USA,N,N,SPRING
907,Jun,2011,USA,N,N,SPRING
912,Jun,2011,USA,N,N,SPRING
914,Jun,2011,USA,N,N,SPRING
915,Jun,2011,USA,N,N,SPRING
917,May,2011,USA,N,N,SPRING
918,May,2011,SOUTH AFRICA,N,S,FALL
919,May,2011,USA,N,N,SPRING
920,May,2011,USA,N,N,SPRING
921,May,2011,SOUTH AFRICA,Y,S,FALL
922,May,2011,USA,N,N,SPRING
924,May,2011,USA,N,N,SPRING
925,May,2011,USA,N,N,SPRING
927,May,2011,SOUTH AFRICA,N,S,FALL
928,Apr,2011,USA,N,N,SPRING
929,Apr,2011,AUSTRALIA,N,S,FALL
930,Apr,2011,USA,N,N,SPRING
931,Apr,2011,NEW ZEALAND,N,S,FALL
934,Mar,2011,USA,N,N,WINTER
936,Mar,2011,AUSTRALIA,N,S,SUMMER
939,Mar,2011,AUSTRALIA,N,S,SUMMER
941,Mar,2011,AUSTRALIA,N,S,SUMMER
942,Feb,2011,AUSTRALIA,N,S,SUMMER
945,Feb,2011,AUSTRALIA,Y,S,SUMMER
946,Feb,2011,AUSTRALIA,N,S,SUMMER
947,Feb,2011,AUSTRALIA,N,S,SUMMER
949,Feb,2011,SOUTH AFRICA,N,S,SUMMER
953,Jan,2011,AUSTRALIA,UNKNOWN,S,SUMMER
954,Jan,2011,SOUTH AFRICA,Y,S,SUMMER
956,Jan,2011,AUSTRALIA,N,S,SUMMER
957,Dec,2010,USA,N,N,FALL
959,Dec,2010,USA,N,N,FALL
967,Nov,2010,AUSTRALIA,UNKNOWN,S,SPRING
968,Nov,2010,USA,N,N,FALL
971,Nov,2010,AUSTRALIA,N,S,SPRING
972,Oct,2010,AUSTRALIA,N,S,SPRING
973,Oct,2010,AUSTRALIA,N,S,SPRING
974,Oct,2010,USA,N,N,FALL
976,Oct,2010,USA,N,N,FALL
977,Oct,2010,AUSTRALIA,N,S,SPRING
978,Oct,2010,USA,Y,N,FALL
980,Oct,2010,AUSTRALIA,N,S,SPRING
983,Oct,2010,SOUTH AFRICA,N,S,SPRING
984,Sep,2010,USA,N,N,SUMMER
985,Sep,2010,USA,N,N,SUMMER
986,Sep,2010,SOUTH AFRICA,Y,S,WINTER
987,Sep,2010,AUSTRALIA,N,S,WINTER
988,Sep,2010,USA,N,N,SUMMER
990,Sep,2010,USA,N,N,SUMMER
991,Sep,2010,USA,N,N,SUMMER
992,Sep,2010,USA,N,N,SUMMER
995,Aug,2010,USA,N,N,SUMMER
996,Aug,2010,AUSTRALIA,Y,S,WINTER
997,Aug,2010,USA,N,N,SUMMER
998,Aug,2010,AUSTRALIA,N,S,WINTER
1000,Aug,2010,AUSTRALIA,N,S,WINTER
1001,Aug,2010,USA,N,N,SUMMER
1003,Aug,2010,USA,UNKNOWN,N,SUMMER
1004,Aug,2010,USA,N,N,SUMMER
1005,Aug,2010,USA,N,N,SUMMER
1006,Jul,2010,USA,N,N,SUMMER
1007,Jul,2010,USA,N,N,SUMMER
1008,Jul,2010,USA,N,N,SUMMER
1009,Jul,2010,USA,N,N,SUMMER
1010,Jul,2010,USA,N,N,SUMMER
1012,Jul,2010,USA,N,N,SUMMER
1013,Jul,2010,USA,N,N,SUMMER
1014,Jul,2010,SOUTH AFRICA,N,S,WINTER
1015,Jul,2010,USA,N,N,SUMMER
1016,Jul,2010,USA,N,N,SUMMER
1017,Jul,2010,USA,N,N,SUMMER
1018,Jun,2010,USA,N,N,SPRING
1019,Jun,2010,USA,N,N,SPRING
1020,Jun,2010,USA,N,N,SPRING
1022,Jun,2010,USA,N,N,SPRING
1023,Jun,2010,AUSTRALIA,N,S,FALL
1024,Jun,2010,USA,N,N,SPRING
1025,May,2010,USA,N,N,SPRING
1028,May,2010,AUSTRALIA,N,S,FALL
1030,May,2010,USA,N,N,SPRING
1031,Apr,2010,USA,N,N,SPRING
1032,Apr,2010,USA,N,N,SPRING
1033,Apr,2010,SOUTH AFRICA,N,S,FALL
1036,Feb,2010,NEW ZEALAND,N,S,SUMMER
1037,Feb,2010,SOUTH AFRICA,N,S,SUMMER
1039,Feb,2010,AUSTRALIA,N,S,SUMMER
1040,Feb,2010,AUSTRALIA,N,S,SUMMER
1041,Feb,2010,NEW ZEALAND,N,S,SUMMER
1042,Feb,2010,AUSTRALIA,N,S,SUMMER
1043,Feb,2010,USA,N,N,WINTER
1045,Feb,2010,USA,Y,N,WINTER
1046,Feb,2010,NEW ZEALAND,N,S,SUMMER
1047,Jan,2010,BRAZIL,N,S,SUMMER
1048,Jan,2010,AUSTRALIA,N,S,SUMMER
1050,Jan,2010,AUSTRALIA,N,S,SUMMER
1051,Jan,2010,SOUTH AFRICA,Y,S,SUMMER
1052,Jan,2010,AUSTRALIA,N,S,SUMMER
1056,Jan,2010,USA,N,N,WINTER
1057,Jan,2010,SOUTH AFRICA,N,S,SUMMER
1058,Dec,2009,SOUTH AFRICA,N,S,SPRING
1059,Dec,2009,AUSTRALIA,N,S,SPRING
1061,Dec,2009,AUSTRALIA,N,S,SPRING
1062,Dec,2009,AUSTRALIA,N,S,SPRING
1063,Dec,2009,SOUTH AFRICA,Y,S,SPRING
1064,Dec,2009,SOUTH AFRICA,UNKNOWN,S,SPRING
1065,Dec,2009,NEW ZEALAND,Y,S,SPRING
1066,Dec,2009,AUSTRALIA,N,S,SPRING
1067,Dec,2009,AUSTRALIA,N,S,SPRING
1068,Dec,2009,USA,N,N,FALL
1069,Nov,2009,USA,UNKNOWN,N,FALL
1070,Nov,2009,USA,N,N,FALL
1071,Nov,2009,USA,N,N,FALL
1072,Nov,2009,USA,N,N,FALL
1073,Nov,2009,USA,N,N,FALL
1074,Nov,2009,USA,N,N,FALL
1075,Nov,2009,AUSTRALIA,N,S,SPRING
1076,Nov,2009,USA,N,N,FALL
1077,Oct,2009,AUSTRALIA,N,S,SPRING
1079,Oct,2009,AUSTRALIA,N,S,SPRING
1080,Oct,2009,USA,N,N,FALL
1081,Oct,2009,USA,N,N,FALL
1084,Oct,2009,AUSTRALIA,N,S,SPRING
1085,Oct,2009,USA,N,N,FALL
1087,Sep,2009,USA,N,N,SUMMER
1090,Sep,2009,BRAZIL,Y,S,WINTER
1091,Sep,2009,USA,Y,N,SUMMER
1092,Sep,2009,BRAZIL,Y,S,WINTER
1095,Aug,2009,USA,N,N,SUMMER
1096,Aug,2009,SOUTH AFRICA,Y,S,WINTER
1097,Aug,2009,USA,N,N,SUMMER
1098,Aug,2009,SOUTH AFRICA,N,S,WINTER
1099,Aug,2009,USA,N,N,SUMMER
1100,Aug,2009,USA,N,N,SUMMER
1101,Aug,2009,USA,N,N,SUMMER
1103,Jul,2009,AUSTRALIA,N,S,WINTER
1106,Jul,2009,USA,N,N,SUMMER
1108,Jul,2009,USA,N,N,SUMMER
1109,Jul,2009,USA,N,N,SUMMER
1112,Jul,2009,USA,N,N,SUMMER
1113,Jul,2009,SOUTH AFRICA,N,S,WINTER
1114,Jul,2009,USA,N,N,SUMMER
1115,Jul,2009,USA,N,N,SUMMER
1116,Jun,2009,AUSTRALIA,N,S,FALL
1117,Jun,2009,USA,UNKNOWN,N,SPRING
1118,Jun,2009,USA,UNKNOWN,N,SPRING
1124,May,2009,USA,N,N,SPRING
1125,May,2009,USA,N,N,SPRING
1126,May,2009,USA,N,N,SPRING
1127,May,2009,USA,N,N,SPRING
1130,Apr,2009,USA,N,N,SPRING
1131,Apr,2009,USA,N,N,SPRING
1132,Apr,2009,USA,N,N,SPRING
1134,Apr,2009,USA,N,N,SPRING
1135,Apr,2009,USA,N,N,SPRING
1136,Apr,2009,USA,UNKNOWN,N,SPRING
1137,Apr,2009,AUSTRALIA,N,S,FALL
1138,Apr,2009,SOUTH AFRICA,UNKNOWN,S,FALL
1139,Apr,2009,USA,N,N,SPRING
1140,Apr,2009,USA,N,N,SPRING
1141,Mar,2009,SOUTH AFRICA,N,S,SUMMER
1142,Mar,2009,SOUTH AFRICA,Y,S,SUMMER
1143,Mar,2009,AUSTRALIA,N,S,SUMMER
1144,Mar,2009,AUSTRALIA,N,S,SUMMER
1145,Mar,2009,AUSTRALIA,N,S,SUMMER
1146,Mar,2009,USA,N,N,WINTER
1148,Mar,2009,USA,N,N,WINTER
1149,Mar,2009,AUSTRALIA,N,S,SUMMER
1151,Mar,2009,SOUTH AFRICA,N,S,SUMMER
1152,Mar,2009,NEW ZEALAND,N,S,SUMMER
1153,Mar,2009,AUSTRALIA,N,S,SUMMER
1154,Feb,2009,AUSTRALIA,N,S,SUMMER
1155,Feb,2009,AUSTRALIA,N,S,SUMMER
1156,Feb,2009,AUSTRALIA,N,S,SUMMER
1157,Feb,2009,AUSTRALIA,N,S,SUMMER
1158,Feb,2009,USA,Y,N,WINTER
1159,Feb,2009,AUSTRALIA,N,S,SUMMER
1160,Feb,2009,AUSTRALIA,N,S,SUMMER
1162,Jan,2009,BRAZIL,UNKNOWN,S,SUMMER
1164,Jan,2009,NEW ZEALAND,N,S,SUMMER
1165,Jan,2009,AUSTRALIA,N,S,SUMMER
1166,Jan,2009,SOUTH AFRICA,Y,S,SUMMER
1167,Jan,2009,BRAZIL,UNKNOWN,S,SUMMER
1168,Jan,2009,AUSTRALIA,N,S,SUMMER
1169,Jan,2009,NEW ZEALAND,N,S,SUMMER
1170,Jan,2009,SOUTH AFRICA,Y,S,SUMMER
1171,Jan,2009,AUSTRALIA,N,S,SUMMER
1172,Jan,2009,AUSTRALIA,N,S,SUMMER
1173,Jan,2009,AUSTRALIA,N,S,SUMMER
1174,Jan,2009,NEW ZEALAND,N,S,SUMMER
1176,Jan,2009,NEW ZEALAND,N,S,SUMMER
1178,Dec,2008,AUSTRALIA,UNKNOWN,S,SPRING
1179,Dec,2008,AUSTRALIA,N,S,SPRING
1180,Dec,2008,AUSTRALIA,N,S,SPRING
1181,Dec,2008,AUSTRALIA,N,S,SPRING
1182,Dec,2008,AUSTRALIA,Y,S,SPRING
1183,Dec,2008,USA,N,N,FALL
1184,Dec,2008,NEW ZEALAND,N,S,SPRING
1185,Dec,2008,SOUTH AFRICA,N,S,SPRING
1186,Dec,2006,AUSTRALIA,N,S,SPRING
1191,Nov,2008,AUSTRALIA,N,S,SPRING
1194,Oct,2008,AUSTRALIA,N,S,SPRING
1196,Oct,2008,AUSTRALIA,N,S,SPRING
1197,Oct,2008,AUSTRALIA,N,S,SPRING
1198,Oct,2008,USA,N,N,FALL
1200,Sep,2008,USA,N,N,SUMMER
1201,Sep,2008,USA,N,N,SUMMER
1202,Sep,2008,AUSTRALIA,N,S,WINTER
1203,Sep,2008,USA,N,N,SUMMER
1204,Sep,2008,USA,N,N,SUMMER
1205,Sep,2008,USA,N,N,SUMMER
1206,Sep,2008,AUSTRALIA,N,S,WINTER
1207,Sep,2008,USA,N,N,SUMMER
1208,Sep,2008,USA,N,N,SUMMER
1209,Sep,2008,USA,N,N,SUMMER
1210,Sep,2008,USA,N,N,SUMMER
1211,Aug,2008,AUSTRALIA,N,S,WINTER
1212,Aug,2008,USA,UNKNOWN,N,SUMMER
1214,Aug,2008,USA,N,N,SUMMER
1215,Aug,2008,USA,N,N,SUMMER
1216,Aug,2008,USA,N,N,SUMMER
1217,Aug,2008,USA,UNKNOWN,N,SUMMER
1218,Aug,2008,USA,N,N,SUMMER
1219,Aug,2008,USA,UNKNOWN,N,SUMMER
1220,Aug,2008,USA,N,N,SUMMER
1221,Aug,2008,USA,N,N,SUMMER
1222,Aug,2008,USA,N,N,SUMMER
1223,Jul,2008,AUSTRALIA,N,S,WINTER
1224,Jul,2008,SOUTH AFRICA,N,S,WINTER
1227,Jul,2008,USA,N,N,SUMMER
1228,Jul,2008,USA,N,N,SUMMER
1229,Jul,2008,USA,N,N,SUMMER
1230,Jul,2008,USA,N,N,SUMMER
1231,Jul,2008,USA,N,N,SUMMER
1232,Jul,2008,USA,N,N,SUMMER
1233,Jul,2008,USA,N,N,SUMMER
1235,Jul,2008,USA,UNKNOWN,N,SUMMER
1236,Jul,2008,USA,N,N,SUMMER
1237,Jul,2008,USA,N,N,SUMMER
1238,Jul,2008,USA,N,N,SUMMER
1240,Jun,2008,USA,UNKNOWN,N,SPRING
1242,Jun,2008,SOUTH AFRICA,N,S,FALL
1243,Jun,2008,SOUTH AFRICA,N,S,FALL
1244,Jun,2008,USA,N,N,SPRING
1245,Jun,2008,USA,N,N,SPRING
1246,Jun,2008,BRAZIL,N,S,FALL
1247,Jun,2008,USA,N,N,SPRING
1248,Jun,2008,USA,N,N,SPRING
1249,Jun,2008,BRAZIL,N,S,FALL
1250,Jun,2008,USA,N,N,SPRING
1252,Jun,2008,USA,N,N,SPRING
1253,Jun,2008,BRAZIL,N,S,FALL
1254,May,2008,USA,N,N,SPRING
1259,May,2008,AUSTRALIA,N,S,FALL
1261,May,2008,USA,N,N,SPRING
1262,May,2008,SOUTH AFRICA,N,S,FALL
1264,Apr,2008,USA,N,N,SPRING
1265,Apr,2008,USA,N,N,SPRING
1267,Apr,2008,USA,N,N,SPRING
1268,Apr,2008,USA,Y,N,SPRING
1269,Apr,2008,USA,N,N,SPRING
1270,Apr,2008,AUSTRALIA,UNKNOWN,S,FALL
1271,Apr,2008,SOUTH AFRICA,UNKNOWN,S,FALL
1273,Apr,2008,AUSTRALIA,UNKNOWN,S,FALL
1274,Apr,2008,USA,N,N,SPRING
1276,Mar,2008,USA,N,N,WINTER
1277,Apr,2008,USA,N,N,SPRING
1278,Apr,2008,AUSTRALIA,Y,S,FALL
1279,Apr,2008,USA,N,N,SPRING
1280,Mar,2008,SOUTH AFRICA,N,S,SUMMER
1281,Mar,2008,USA,N,N,WINTER
1282,Mar,2008,USA,N,N,WINTER
1283,Mar,2008,USA,N,N,WINTER
1284,Mar,2008,USA,N,N,WINTER
1285,Mar,2008,USA,N,N,WINTER
1286,Mar,2008,USA,N,N,WINTER
1289,Feb,2008,USA,N,N,WINTER
1290,Feb,2008,AUSTRALIA,N,S,SUMMER
1291,Feb,2008,USA,N,N,WINTER
1293,Jan,2008,SOUTH AFRICA,N,S,SUMMER
1294,Jan,2008,AUSTRALIA,N,S,SUMMER
1295,Jan,2008,NEW ZEALAND,UNKNOWN,S,SUMMER
1296,Jan,2008,NEW ZEALAND,N,S,SUMMER
1297,Jan,2008,USA,N,N,WINTER
1302,Dec,2007,AUSTRALIA,N,S,SPRING
1303,Dec,2007,AUSTRALIA,N,S,SPRING
1304,Dec,2007,AUSTRALIA,UNKNOWN,S,SPRING
1305,Dec,2007,USA,N,N,FALL
1306,Dec,2007,NEW ZEALAND,N,S,SPRING
1307,Dec,2007,BRAZIL,N,S,SPRING
1308,Nov,2007,AUSTRALIA,N,S,SPRING
1309,Nov,2007,AUSTRALIA,N,S,SPRING
1310,Nov,2007,SOUTH AFRICA,N,S,SPRING
1311,Nov,2007,USA,N,N,FALL
1312,Nov,2007,USA,N,N,FALL
1313,Nov,2007,SOUTH AFRICA,N,S,SPRING
1315,Oct,2007,USA,N,N,FALL
1316,Oct,2007,AUSTRALIA,N,S,SPRING
1317,Oct,2007,AUSTRALIA,N,S,SPRING
1318,Oct,2007,USA,N,N,FALL
1319,Oct,2007,USA,N,N,FALL
1320,Sep,2007,USA,N,N,SUMMER
1324,Sep,2007,USA,N,N,SUMMER
1326,Sep,2007,USA,UNKNOWN,N,SUMMER
1327,Sep,2007,USA,N,N,SUMMER
1328,Sep,2007,USA,N,N,SUMMER
1330,Sep,2007,USA,N,N,SUMMER
1331,Sep,2007,USA,N,N,SUMMER
1332,Sep,2007,USA,N,N,SUMMER
1333,Sep,2007,USA,N,N,SUMMER
1334,Sep,2007,USA,N,N,SUMMER
1335,Sep,2007,USA,N,N,SUMMER
1336,Sep,2007,USA,N,N,SUMMER
1337,Sep,2007,USA,N,N,SUMMER
1338,Aug,2007,USA,N,N,SUMMER
1339,Aug,2007,USA,N,N,SUMMER
1340,Aug,2007,USA,N,N,SUMMER
1341,Aug,2007,USA,N,N,SUMMER
1342,Aug,2007,USA,N,N,SUMMER
1343,Aug,2007,USA,N,N,SUMMER
1344,Aug,2007,USA,N,N,SUMMER
1345,Aug,2007,USA,N,N,SUMMER
1346,Aug,2007,USA,N,N,SUMMER
1347,Aug,2007,USA,N,N,SUMMER
1348,Aug,2007,USA,N,N,SUMMER
1349,Aug,2007,USA,N,N,SUMMER
1350,Aug,2007,USA,N,N,SUMMER
1351,Aug,2007,USA,N,N,SUMMER
1352,Aug,2007,USA,N,N,SUMMER
1353,Jul,2007,USA,N,N,SUMMER
1354,Jul,2007,USA,N,N,SUMMER
1355,Jul,2007,USA,N,N,SUMMER
1356,Jul,2007,USA,N,N,SUMMER
1357,Jul,2007,USA,N,N,SUMMER
1358,Jul,2007,AUSTRALIA,N,S,WINTER
1359,Jul,2007,USA,N,N,SUMMER
1361,Jul,2007,USA,UNKNOWN,N,SUMMER
1362,Jul,2007,USA,N,N,SUMMER
1364,Jul,2007,USA,N,N,SUMMER
1367,Jun,2007,USA,N,N,SPRING
1368,Jun,2007,USA,N,N,SPRING
1369,Jun,2007,USA,N,N,SPRING
1370,Jun,2007,USA,N,N,SPRING
1371,Jun,2007,USA,UNKNOWN,N,SPRING
1372,Jun,2007,USA,N,N,SPRING
1373,Jun,2007,AUSTRALIA,N,S,FALL
1374,May,2007,USA,N,N,SPRING
1375,May,2007,USA,N,N,SPRING
1377,May,2007,AUSTRALIA,N,S,FALL
1378,May,2007,AUSTRALIA,N,S,FALL
1379,May,2007,USA,N,N,SPRING
1381,May,2007,AUSTRALIA,UNKNOWN,S,FALL
1382,May,2007,USA,N,N,SPRING
1383,May,2007,USA,N,N,SPRING
1386,Apr,2007,AUSTRALIA,N,S,FALL
1387,Apr,2007,USA,N,N,SPRING
1388,Apr,2007,USA,N,N,SPRING
1389,Apr,2007,USA,N,N,SPRING
1391,Apr,2007,USA,N,N,SPRING
1392,Mar,2007,USA,N,N,WINTER
1393,Mar,2007,USA,N,N,WINTER
1395,Mar,2007,USA,N,N,WINTER
1396,Mar,2007,AUSTRALIA,N,S,SUMMER
1397,Mar,2007,USA,N,N,WINTER
1398,Mar,2007,AUSTRALIA,N,S,SUMMER
1399,Mar,2007,USA,N,N,WINTER
1400,Mar,2007,NEW ZEALAND,N,S,SUMMER
1402,Feb,2007,AUSTRALIA,N,S,SUMMER
1405,Jan,2007,USA,N,N,WINTER
1406,Jan,2007,AUSTRALIA,N,S,SUMMER
1407,Jan,2007,AUSTRALIA,UNKNOWN,S,SUMMER
1408,Jan,2007,SOUTH AFRICA,Y,S,SUMMER
1409,Jan,2007,AUSTRALIA,N,S,SUMMER
1410,Jan,2007,USA,UNKNOWN,N,WINTER
1411,Jan,2007,USA,N,N,WINTER
1412,Dec,2006,AUSTRALIA,N,S,SPRING
1413,Dec,2006,NEW ZEALAND,N,S,SPRING
1414,Dec,2006,USA,N,N,FALL
1415,Dec,2006,SOUTH AFRICA,N,S,SPRING
1416,Dec,2006,AUSTRALIA,N,S,SPRING
1418,Nov,2006,USA,N,N,FALL
1419,Nov,2006,SOUTH AFRICA,N,S,SPRING
1420,Oct,2006,USA,N,N,FALL
1421,Oct,2006,USA,N,N,FALL
1422,Oct,2006,USA,N,N,FALL
1423,Oct,2006,USA,N,N,FALL
1424,Oct,2006,USA,N,N,FALL
1427,Sep,2006,SOUTH AFRICA,UNKNOWN,S,WINTER
1428,Sep,2006,USA,N,N,SUMMER
1429,Sep,2006,USA,N,N,SUMMER
1430,Sep,2006,USA,N,N,SUMMER
1431,Sep,2006,USA,N,N,SUMMER
1432,Sep,2006,USA,N,N,SUMMER
1433,Sep,2006,AUSTRALIA,UNKNOWN,S,WINTER
1434,Sep,2006,BRAZIL,Y,S,WINTER
1435,Sep,2006,USA,N,N,SUMMER
1436,Sep,2006,USA,N,N,SUMMER
1437,Sep,2006,SOUTH AFRICA,N,S,WINTER
1438,Aug,2006,USA,N,N,SUMMER
1439,Aug,2006,AUSTRALIA,N,S,WINTER
1441,Aug,2006,BRAZIL,UNKNOWN,S,WINTER
1445,Aug,2006,SOUTH AFRICA,N,S,WINTER
1446,Aug,2006,SOUTH AFRICA,N,S,WINTER
1447,Aug,2006,USA,N,N,SUMMER
1449,Jul,2006,USA,N,N,SUMMER
1450,Jul,2006,USA,N,N,SUMMER
1451,Jul,2006,USA,N,N,SUMMER
1452,Jul,2006,USA,N,N,SUMMER
1453,Jul,2006,SOUTH AFRICA,N,S,WINTER
1454,Jul,2006,USA,N,N,SUMMER
1455,Jul,2006,USA,N,N,SUMMER
1456,Jul,2006,AUSTRALIA,UNKNOWN,S,WINTER
1457,Jul,2006,USA,N,N,SUMMER
1459,Jul,2006,USA,N,N,SUMMER
1460,Jul,2006,BRAZIL,Y,S,WINTER
1461,Jul,2006,USA,N,N,SUMMER
1462,Jul,2006,USA,N,N,SUMMER
1463,Jul,2006,USA,N,N,SUMMER
1464,Jul,2006,USA,N,N,SUMMER
1467,Jun,2006,USA,N,N,SPRING
1468,Jun,2006,USA,N,N,SPRING
1470,Jun,2006,USA,N,N,SPRING
1471,Jun,2006,BRAZIL,Y,S,FALL
1472,Jun,2006,USA,N,N,SPRING
1473,Jun,2006,USA,N,N,SPRING
1474,Jun,2006,USA,N,N,SPRING
1475,Jun,2006,AUSTRALIA,N,S,FALL
1476,May,2006,USA,N,N,SPRING
1477,May,2006,USA,N,N,SPRING
1478,May,2006,USA,N,N,SPRING
1479,May,2006,USA,N,N,SPRING
1480,May,2006,BRAZIL,N,S,FALL
1481,May,2006,USA,N,N,SPRING
1482,May,2006,USA,N,N,SPRING
1483,May,2006,USA,N,N,SPRING
1484,May,2006,AUSTRALIA,N,S,FALL
1485,Apr,2006,USA,UNKNOWN,N,SPRING
1486,Apr,2006,USA,N,N,SPRING
1487,Apr,2006,USA,N,N,SPRING
1488,Apr,2006,USA,N,N,SPRING
1489,Apr,2006,AUSTRALIA,N,S,FALL
1490,Apr,2006,SOUTH AFRICA,N,S,FALL
